Numéro,Addresse,"Code postal","Code commune",Commune,"Nombre de votant","Nombre de logements sociaux","Âge moyen","Nuance NUPES relatif au bureau de vote","Revenu moyen","abstention européennes relatif au bureau de vote","LFI européennes 2024 relatif au bureau de vote","LFI présidentielle 2022 relatif au bureau de vote",Score,Latitude,Longitude
2,"Rue de Bezons",92000,92050,Nanterre,2,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.897203,2.196188
2bis,"Boulevard de la Seine",92000,92050,Nanterre,2,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.896198,2.196623
20,"Rue Ampère",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.90005,2.197685
20,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898111,2.197225
21,"Allée Vladimir Komarov",92000,92050,Nanterre,6,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.901908,2.1951
22,"Boulevard de la Seine",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.897692,2.195919
22,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898189,2.197314
23,"Allée Vladimir Komarov",92000,92050,Nanterre,6,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.90201,2.195066
23,"Rue de Bezons",92000,92050,Nanterre,5,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.898506,2.196906
24,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898242,2.197381
24bis,"Boulevard de la Seine",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898214,2.195904
25,"Allée Vladimir Komarov",92000,92050,Nanterre,8,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.902119,2.195049
25,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898531,2.197232
26,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898301,2.197479
26,"Rue Germaine Tillion",92000,92050,Nanterre,7,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.901054,2.197257
27,"Allée Vladimir Komarov",92000,92050,Nanterre,4,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.902239,2.195217
27,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898589,2.197403
28,"Rue Ampère",92000,92050,Nanterre,10,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.900207,2.197359
28,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898395,2.197654
28,"Rue Germaine Tillion",92000,92050,Nanterre,5,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.900845,2.197102
29,"Allée Vladimir Komarov",92000,92050,Nanterre,7,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.902241,2.195356
29,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898709,2.19739
3,"Allée Vladimir Komarov",92000,92050,Nanterre,8,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.901317,2.196643
30,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898585,2.19779
31,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898761,2.197484
31,"Rue Germaine Tillion",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,20,48.901189,2.197415
32,"Rue Ampère",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.900368,2.197156
34,"Rue Ampère",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.900434,2.19707
34,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.89879,2.198014
35,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.898932,2.197722
36,"Rue Ampère",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.900485,2.196944
37,"Avenue Hoche",92000,92050,Nanterre,10,37,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,43,48.900912,2.198598
37,"Rue Germaine Tillion",92000,92050,Nanterre,2,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,20,48.901162,2.197463
38,"Rue Ampère",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.900522,2.196892
38,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.898986,2.198239
39,"Avenue Hoche",92000,92050,Nanterre,13,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.900999,2.198653
39,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.899056,2.197917
4,"Allée Vladimir Komarov",92000,92050,Nanterre,35,48,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,50,48.901804,2.195756
4,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.897281,2.196225
40,"Rue Ampère",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.900707,2.196921
40,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.899054,2.198343
41,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.899211,2.197968
42,"Rue André Doucet",92000,92050,Nanterre,5,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.901007,2.196718
42,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.899103,2.198416
43,"Rue de Bezons",92000,92050,Nanterre,9,8,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,38,48.899376,2.198007
44,"Rue Ampère",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.900674,2.196639
49,"Rue Germaine Tillion",92000,92050,Nanterre,4,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.901088,2.197584
5,"Allée Vladimir Komarov",92000,92050,Nanterre,4,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.901306,2.19647
51,"Avenue Hoche",92000,92050,Nanterre,7,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.901323,2.198278
55,"Avenue Hoche",92000,92050,Nanterre,4,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.901384,2.198164
57,"Rue Germaine Tillion",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.90103,2.197676
6,"Allée Vladimir Komarov",92000,92050,Nanterre,5,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.902547,2.195745
60,"Rue André Doucet",92000,92050,Nanterre,20,35,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,41,48.901617,2.197541
62,"Rue Germaine Tillion",92000,92050,Nanterre,5,9,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,40,48.900886,2.197576
65,"Avenue Hoche",92000,92050,Nanterre,10,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.901575,2.197816
65,"Rue Germaine Tillion",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.900992,2.197739
67,"Rue André Doucet",92000,92050,Nanterre,7,14,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,40,48.901817,2.197415
7,"Allée Vladimir Komarov",92000,92050,Nanterre,10,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.901252,2.196304
7,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.897625,2.196358
71,"Rue Germaine Tillion",92000,92050,Nanterre,10,14,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,43,48.90107,2.19797
76,"Rue Germaine Tillion",92000,92050,Nanterre,6,8,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,38,48.900808,2.197712
8,"Allée Vladimir Komarov",92000,92050,Nanterre,8,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.902534,2.195552
8,"Boulevard de la Seine",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,12,48.897155,2.196072
8,"Rue de Bezons",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,11,48.897617,2.196582
84,"Rue Lucien Ducastel",92000,92050,Nanterre,9,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,14,48.900636,2.19842
89,"Avenue Hoche",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,20,48.902055,2.196946
9,"Allée Vladimir Komarov",92000,92050,Nanterre,7,10,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,48,48.901238,2.196166
98,"Rue Germaine Tillion",92000,92050,Nanterre,3,9,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,40,48.900678,2.197925
99,"Avenue Hoche",92000,92050,Nanterre,1,0,0,"Très à gauche","Quartier plus populaire",53,44.63,55.83,20,48.902368,2.196435
1,"Avenue du Général Gallieni",92000,92050,Nanterre,8,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,12,48.896215,2.196874
1,"Rue de l'Industrie",92000,92050,Nanterre,7,10,0,"A gauche","Quartier plus populaire",48,38.56,45.2,45,48.898485,2.202312
1,"Rue des Grands Buissons",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",48,38.56,45.2,9,48.897573,2.199831
10,"Avenue du Général Gallieni",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,11,48.896408,2.197473
10,"Place du Docteur Pierre",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,13,48.897992,2.200312
10,"Rue Ampère",92000,92050,Nanterre,13,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,13,48.899722,2.198141
10,"Rue de l'Avenir",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,17,48.898621,2.201664
108,"Allée des Parfumeurs",92000,92050,Nanterre,12,0,0,"A gauche","Revenu moyen",48,38.56,45.2,10,48.896754,2.198805
10bis,"Avenue du Général Gallieni",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,11,48.896514,2.197489
11,"Avenue Hoche",92000,92050,Nanterre,20,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,14,48.900278,2.199495
11,"Place du Docteur Pierre",92000,92050,Nanterre,22,30,0,"A gauche","Quartier plus populaire",48,38.56,45.2,43,48.898172,2.200241
11,"Rue de l'Industrie",92000,92050,Nanterre,27,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,18,48.899186,2.201564
11,"Rue des Grands Buissons",92000,92050,Nanterre,14,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,17,48.898577,2.201045
12,"Avenue de la République",92000,92050,Nanterre,5,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,11,48.897177,2.197478
12,"Avenue du Général Gallieni",92000,92050,Nanterre,4,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,11,48.896793,2.197845
12,"Rue de l'Avenir",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,17,48.898646,2.201529
12bis,"Avenue du Général Gallieni",92000,92050,Nanterre,1,0,0,"A gauche","Revenu moyen",48,38.56,45.2,9,48.897106,2.198197
13,"Rue Rouget de Lisle",92000,92050,Nanterre,1,0,0,"A gauche","Quartier aisé",48,38.56,45.2,10,48.897527,2.200967
134,"Allée des Parfumeurs",92000,92050,Nanterre,5,18,0,"A gauche","Revenu moyen",48,38.56,45.2,38,48.896566,2.198597
14,"Avenue de la République",92000,92050,Nanterre,2,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,11,48.897355,2.197781
14,"Rue de l'Avenir",92000,92050,Nanterre,16,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,18,48.898827,2.201239
15,"Avenue Hoche",92000,92050,Nanterre,20,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,14,48.900486,2.199462
15,"Rue Rouget de Lisle",92000,92050,Nanterre,1,0,0,"A gauche","Quartier aisé",48,38.56,45.2,10,48.89757,2.201059
16,"Avenue de la République",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,11,48.897493,2.197985
16,"Place du Docteur Pierre",92000,92050,Nanterre,34,48,0,"A gauche","Quartier plus populaire",48,38.56,45.2,44,48.897904,2.200725
17,"Avenue du Général Gallieni",92000,92050,Nanterre,1,0,0,"A gauche","Quartier plus populaire",48,38.56,45.2,11,48.897453,2.198042
17,"Rue Rouget de Lisle",92000,92050,Nanterre,1,0,0,"A gauche","Quartier aisé",48,38.56,45.2,10,48.897602,2.201107
